ID,TIPO,CLASE,MARCA,LINEA,CILINDRAJE,TONELAJE,PASAJE,MODELOS,,,,,,,,,,,,,,,,,,,,,,,,
8378,"MOTOCICLETAS Y
MOTOCARROS",MOTOCICLETA,HONDA,LEAD NH 80 AT,79,0,0,190,288,288,288,288,288,380,380,380,380,380,380,380,380,380,380,380,380,380,380,380,380,380,400,500
8376,"MOTOCICLETAS Y
MOTOCARROS",MOTOCICLETA,HONDA,LEAD SCV100 AT,102,0,0,430,556,556,670,670,680,780,780,896,906,1030,1140,1140,1266,1390,1500,1620,1730,1910,1940,2150,2380,2800,2940,3100
27316,MOTOCICLETAS Y MOTOCARROS,CUATRIMOTO,HONDA,"LINEAS y CILINDRAJE NO INCLUIDAS DE ESTA MARCA
ANTES DE 1994",1,,,1710,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27317,MOTOCICLETAS Y MOTOCARROS,MOTOCICLETA,HONDA,"LINEAS y CILINDRAJE NO INCLUIDAS DE ESTA MARCA
ANTES DE 1994",1,,,1440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8381,"MOTOCICLETAS Y
MOTOCARROS",MOTOCICLETA,HONDA,NC 700X MT,670,0,0,2990,3580,3940,4300,4560,5050,5550,5930,6620,7120,7720,8450,9180,10120,11080,11940,12630,13140,13760,14250,14720,15980,17960,18860,20700
24828,"MOTOCICLETAS Y
MOTOCARROS",MOTOCICLETA,HONDA,NC 750X (LINEA BASE ESTANDAR),750,0,0,2770,3290,3620,3970,4190,4620,5090,5420,6070,6410,6850,7310,7760,8430,8890,9470,10150,10830,11540,12240,13070,14200,16030,16830,18600
8379,"MOTOCICLETAS Y
MOTOCARROS",MOTOCICLETA,HONDA,NC 750X D TP,745,0,0,3230,3870,4250,4630,4920,5450,5970,6380,7140,7690,8380,9130,9960,10730,11500,12340,13230,14140,15190,16260,17570,18870,21100,22170,23800
8380,"MOTOCICLETAS Y
MOTOCARROS",MOTOCICLETA,HONDA,NC 750X MT,745,0,0,2770,3290,3620,3970,4190,4620,5090,5420,6070,6410,6850,7310,7760,8430,8890,9470,10150,10830,11540,12240,13070,14200,16030,16830,18600
8382,"MOTOCICLETAS Y
MOTOCARROS",MOTOCICLETA,HONDA,NF 100 WAVE MT,97,0,0,450,587,597,720,720,730,830,850,957,980,1110,1235,1266,1400,1520,1650,1770,1870,2110,2140,2370,2610,3070,3220,3400
8383,"MOTOCICLETAS Y
MOTOCARROS",MOTOCICLETA,HONDA,NX4 FALCON MT,397,0,0,2220,2720,2900,3200,3740,4030,4390,4720,5130,5440,5990,6580,6940,7710,8430,9030,9890,10750,11590,13220,14560,15700,17680,18560,19600
28100,"MOTOCICLETAS Y
MOTOCARROS",MOTOCICLETA,HONDA,NX650,650,,,4280,5280,5610,6140,6580,7090,7630,8260,8840,9560,10320,11150,11980,12870,13910,15010,16160,17500,18920,20390,21960,23730,26320,27640,30000
8384,"MOTOCICLETAS Y
MOTOCARROS",MOTOCICLETA,HONDA,NXR 125 BROS MT,124,0,0,610,780,810,916,970,1030,1150,1210,1330,1410,1596,1700,1750,1910,2110,2250,2440,2590,2880,3000,3300,3620,4160,4370,5200
8385,"MOTOCICLETAS Y
MOTOCARROS",MOTOCICLETA,HONDA,PASSION 100 MT,97,0,0,370,380,380,380,380,380,480,480,480,577,670,760,860,860,860,957,1050,1150,1246,1340,1440,1630,1820,1910,2100
8386,"MOTOCICLETAS Y
MOTOCARROS",MOTOCICLETA,HONDA,PC 800 MT,800,0,0,1710,2040,2220,2410,2500,2590,2780,3060,3240,3430,3610,3890,4170,4450,4730,5000,5370,5650,6020,6390,6860,7320,7880,8270,9300
4300603,"MOTOCICLETAS Y
MOTOCARROS",MOTOCICLETA,HONDA,PCX 150,150,,,1200,1440,1540,1650,1750,1960,2060,2260,2470,2680,2880,3090,3290,3600,3910,4220,4530,4840,5250,5660,6180,6690,7210,7750,8300
33545,"MOTOCICLETAS Y
MOTOCARROS",MOTOCICLETA,HONDA,REBEL 450,450,,,1836,2160,2330,2520,2700,2960,3150,3420,3690,3960,4320,4670,5030,5390,5850,6380,6830,7370,8000,8630,9350,10060,10880,11420,12400
8387,"MOTOCICLETAS Y
MOTOCARROS",MOTOCICLETA,HONDA,REBEL CA 125 MT,125,0,0,610,780,810,916,937,970,1130,1150,1310,1330,1510,1670,1700,1880,2050,2220,2420,2570,2830,2980,3250,3590,4110,4310,5200
8388,"MOTOCICLETAS Y
MOTOCARROS",MOTOCICLETA,HONDA,RINCON TRX 650 AT,649,0,0,3510,4210,4510,4860,5300,5720,6080,6670,7140,7670,8280,8850,9520,10280,11100,11940,12920,13900,15010,16150,17340,18840,21040,22090,23800
8389,"MOTOCICLETAS Y
MOTOCARROS",MOTOCICLETA,HONDA,SAHARA NX 350 MT,350,0,0,1670,2110,2200,2300,2490,2780,2960,3250,3630,3830,4210,4590,5080,5460,5940,6510,7080,7750,8420,9190,9960,10820,11780,12360,13400
24829,"MOTOCICLETAS Y
MOTOCARROS",MOTOCICLETA,HONDA,SHADOW (LINEA BASE ESTANDAR),750,0,0,3090,3780,4070,4390,4800,5110,5580,6040,6570,7060,7590,8260,8940,9740,10450,11310,12380,13400,14490,15690,16920,18310,20470,21490,23800
8395,"MOTOCICLETAS Y
MOTOCARROS",MOTOCICLETA,HONDA,SHADOW 750 ACE MT,745,0,0,3090,3780,4070,4390,4800,5110,5580,6040,6570,7060,7590,8260,8940,9740,10450,11310,12380,13400,14490,15690,16920,18310,20470,21490,23800
30170,"MOTOCICLETAS Y
MOTOCARROS",MOTOCICLETA,HONDA,SHADOW VLX,583,,,2330,2740,2950,3190,3400,3670,3910,4280,4570,5020,5370,5830,6330,6730,7370,7880,8460,9060,9790,10610,11440,12260,13610,14290,15500
24830,"MOTOCICLETAS Y
MOTOCARROS",MOTOCICLETA,HONDA,SHADOW VT (LINEA BASE ESTANDAR),600,0,0,2400,2830,3090,3340,3600,3900,4300,4650,5110,5480,5870,6380,6820,7410,8010,8660,9340,10080,10830,11790,12760,13920,15330,16090,17600
8392,"MOTOCICLETAS Y
MOTOCARROS",MOTOCICLETA,HONDA,SHADOW VT 1100C MT,1099,0,0,2340,2690,2890,3110,3360,3560,3940,4180,4550,4860,5220,5650,6080,6540,6990,7540,8210,8890,9660,10420,11210,12210,13600,14280,15500
8393,"MOTOCICLETAS Y
MOTOCARROS",MOTOCICLETA,HONDA,SHADOW VT 1100C2 MT,1099,0,0,2450,2870,3140,3410,3680,3980,4270,4600,5020,5360,5700,6270,6710,7300,7940,8580,9260,10000,10750,11650,12620,13750,15160,15930,17600
8394,"MOTOCICLETAS Y
MOTOCARROS",MOTOCICLETA,HONDA,SHADOW VT 750 SPIRIT MT,745,0,0,3450,4000,4490,4800,5170,5640,6140,6620,7130,7600,8190,8840,9520,10150,10910,11890,12860,13860,14970,16120,17460,18990,21200,22260,23800
24831,"MOTOCICLETAS Y
MOTOCARROS",MOTOCICLETA,HONDA,SHADOW VTX (LINEA BASE ESTANDAR),1300,0,0,2120,2530,2800,2960,3240,3530,3860,4190,4570,5050,5490,5840,6200,6700,7140,7650,8210,8910,9640,10400,11250,12250,13530,14210,15500
8390,"MOTOCICLETAS Y
MOTOCARROS",MOTOCICLETA,HONDA,SHADOW VTX 1300C MT,1300,0,0,2060,2570,2720,3000,3250,3550,3850,4200,4570,4940,5340,5790,6220,6780,7310,7930,8500,9240,10030,10820,11720,12760,14080,14780,16500
8391,"MOTOCICLETAS Y
MOTOCARROS",MOTOCICLETA,HONDA,SHADOW VTX 1300R MT,1312,0,0,2120,2530,2800,2960,3240,3530,3860,4190,4570,5050,5490,5840,6310,6700,7250,7750,8410,9110,9940,10720,11660,12660,14030,14730,15500
24832,"MOTOCICLETAS Y
MOTOCARROS",MOTOCICLETA,HONDA,SPLENDOR 100 (LINEA BASE ESTANDAR),100,0,0,280,288,288,288,380,380,480,480,480,577,670,760,860,860,860,957,1050,1150,1246,1340,1440,1630,1820,1910,2100
8398,"MOTOCICLETAS Y
MOTOCARROS",MOTOCICLETA,HONDA,SPLENDOR 100 MT,97,0,0,280,288,288,288,380,380,480,480,480,577,670,760,860,860,860,957,1050,1150,1246,1340,1440,1630,1820,1910,2100
8397,"MOTOCICLETAS Y
MOTOCARROS",MOTOCICLETA,HONDA,SPLENDOR 100+ MT,97,0,0,370,380,380,380,380,380,380,380,480,577,670,760,860,860,860,957,1050,1150,1246,1340,1440,1630,1820,1910,2100
8399,"MOTOCICLETAS Y
MOTOCARROS",MOTOCICLETA,HONDA,SPLENDOR FT MT,97,0,0,370,380,380,380,380,380,380,380,380,480,577,670,760,860,860,957,957,1050,1150,1246,1340,1440,1630,1710,2100
8396,"MOTOCICLETAS Y
MOTOCARROS",MOTOCICLETA,HONDA,SPLENDOR NXG MT,97,0,0,450,566,566,587,597,618,730,830,927,947,1080,1200,1210,1340,1480,1585,1710,1790,2020,2050,2250,2490,2920,3070,3100
8400,"MOTOCICLETAS Y
MOTOCARROS",MOTOCICLETA,HONDA,ST 70 MT,72,0,0,280,288,288,288,288,288,380,380,380,480,480,480,480,480,480,480,480,480,480,480,480,480,480,500,600
8401,"MOTOCICLETAS Y
MOTOCARROS",MOTOCICLETA,HONDA,SUPER SPLENDOR 125 MT,125,0,0,450,566,566,690,700,720,830,830,927,947,1080,1200,1210,1340,1450,1575,1710,1790,2030,2060,2280,2510,2940,3090,3100
8403,"MOTOCICLETAS Y
MOTOCARROS",MOTOCICLETA,HONDA,TRANSALP XL 600V MT,583,0,0,3930,4620,5040,5510,5860,6400,7020,7540,8390,9030,9850,10730,11510,12680,13950,15050,16370,17750,19130,22010,23720,25790,28500,29920,32000
8404,"MOTOCICLETAS Y
MOTOCARROS",MOTOCICLETA,HONDA,TRANSALP XL 650V MT,647,0,0,3550,4230,4650,5110,5450,5900,6390,6970,7450,7990,8610,9290,9960,10790,11730,12630,13570,14670,15860,17120,18600,20140,22640,23770,25800
8405,"MOTOCICLETAS Y
MOTOCARROS",MOTOCICLETA,HONDA,TRANSALP XL 700V MT,680,0,0,3630,4380,4800,5260,5610,6190,6770,7290,8110,8780,9590,10470,11280,12440,13720,14820,16170,17550,18960,21710,23280,25220,27840,29230,32000
29486,"MOTOCICLETAS Y
MOTOCARROS",MOTOCICLETA,HONDA,TRX 250,250,,,1780,2050,2160,2280,2490,2710,2880,3010,3240,3510,3740,3960,4200,4530,4750,5110,5450,5800,6150,6620,7060,7550,8620,9050,9300
7780,"MOTOCICLETAS Y
MOTOCARROS",CUATRIMOTO,HONDA,TRX 250 EX 4X2 AT,229,0,0,1400,1720,1910,2110,2300,2490,2780,3070,3360,3630,4120,4410,4880,5170,5550,6130,6700,7280,7950,8620,9480,10340,11200,11760,12400
8406,"MOTOCICLETAS Y
MOTOCARROS",MOTOCICLETA,HONDA,TRX 300 4X2 MT,282,0,0,2190,2700,2880,3170,3710,3990,4320,4600,5100,5440,5940,6530,6960,7760,8460,9060,9910,10780,11620,13250,14560,15720,17730,18610,20700
7775,"MOTOCICLETAS Y
MOTOCARROS",MOTOCARRO,HONDA,TRX 350 FE 4X4 MT,329,0,0,2050,2490,2780,3070,3360,3630,4030,4500,4980,5460,5940,6610,7190,7860,8520,9380,10240,11110,12160,13310,14360,15700,17140,18000,19600
24833,"MOTOCICLETAS Y
MOTOCARROS",MOTOCARRO,HONDA,TRX 400 (LINEA BASE ESTANDAR),400,0,0,2140,2680,2960,3250,3540,3920,4310,4690,5080,5650,6230,6790,7370,8040,8810,9570,10440,11400,12350,13500,14740,15990,17430,18300,19600
7776,"MOTOCICLETAS Y
MOTOCARROS",MOTOCARRO,HONDA,TRX 400 EX 4X2 MT,397,0,0,2330,2870,3160,3540,3830,4210,4690,5080,5550,6230,6700,7370,7950,8420,9100,9860,10730,11680,12640,13790,15120,16470,17900,18800,20700
7778,"MOTOCICLETAS Y
MOTOCARROS",MOTOCARRO,HONDA,TRX 400 FA 4X4 AT,397,0,0,2140,2680,2960,3250,3540,3920,4310,4690,5080,5650,6230,6790,7370,8040,8810,9570,10440,11400,12350,13500,14740,15990,17430,18300,19600
24834,"MOTOCICLETAS Y
MOTOCARROS",MOTOCARRO,HONDA,TRX 420 (LINEA BASE ESTANDAR),420,0,0,2220,2710,2940,3280,3610,3940,4350,4770,5260,5740,6330,6980,7640,8460,9280,10170,11240,12300,13530,14840,16380,17520,19490,20470,21700
7777,"MOTOCICLETAS Y
MOTOCARROS",MOTOCARRO,HONDA,TRX 420 FE 4X2 MT,420,0,0,2050,2490,2780,3070,3360,3630,4030,4410,4880,5360,5840,6510,7080,7860,8620,9480,10440,11400,12540,13790,15230,16280,18100,19000,20700
7779,"MOTOCICLETAS Y
MOTOCARROS",MOTOCARRO,HONDA,TRX 420 FM 4X2 MT,420,0,0,2220,2710,2940,3280,3610,3940,4350,4770,5260,5740,6330,6980,7640,8460,9280,10170,11240,12300,13530,14840,16380,17520,19490,20470,21700
7774,"MOTOCICLETAS Y
MOTOCARROS",MOTOCARRO,HONDA,TRX 500 F 4X4 AT,475,0,0,2700,3360,3630,3920,4310,4790,5170,5740,6320,6900,7660,8330,9190,9960,10730,11490,12350,12730,13790,15030,16370,17610,18770,19700,21700
7773,"MOTOCICLETAS Y
MOTOCARROS",MOTOCARRO,HONDA,TRX 680 FA 4X4 AT,675,0,0,3910,4610,5070,5400,5850,6190,6700,7180,7800,8330,9020,9720,10480,11320,12120,12880,13580,14510,15570,16540,17780,19280,21590,22670,24800
8407,"MOTOCICLETAS Y
MOTOCARROS",MOTOCICLETA,HONDA,TRX 90 4X2 AT,86,0,0,780,990,1020,1030,1090,1140,1277,1360,1490,1575,1750,1940,2030,2230,2430,2650,2860,3080,3390,3530,3900,4270,4880,5130,5200
27603,"MOTOCICLETAS Y
MOTOCARROS",MOTOCICLETA,HONDA,TRX420FE,420,,,2220,2710,2940,3280,3610,3940,4350,4770,5260,5740,6330,6980,7640,8460,9280,10170,11240,12300,13530,14840,16380,17520,19490,20470,21700
28086,"MOTOCICLETAS Y
MOTOCARROS",CUATRIMOTO,HONDA,TRX500FM6,475,,,3180,3860,4050,4330,4650,4990,5420,5790,6260,6640,7170,7670,8320,8860,9460,10100,10750,11470,12280,13150,14040,15000,16650,17480,18600
28624,"MOTOCICLETAS Y
MOTOCARROS",CUATRIMOTO,HONDA,TRX680FA7,675,,,3840,4480,4760,5070,5460,5880,6220,6650,7220,7700,8300,8880,9490,10240,10950,11640,12460,13150,13980,14910,15890,17040,19070,20020,21700
24189,"MOTOCICLETAS Y
MOTOCARROS",MOTOCICLETA,HONDA,TWIN 400,400,0,0,2090,2590,2780,3070,3550,3870,4180,4390,4900,5270,5850,6410,6890,7590,8310,8940,9790,10470,11360,12900,14370,15440,16760,17590,18600
27728,"MOTOCICLETAS Y
MOTOCARROS",CUATRIMOTO,HONDA,TXR45CR,450,,,1440,1670,1850,2040,2040,2220,2410,2500,2590,2870,3060,3240,3430,3610,3890,4170,4450,4630,5000,5280,5650,5930,6490,6820,7200
28862,"MOTOCICLETAS Y
MOTOCARROS",MOTOCICLETA,HONDA,VALKYRIE,1500,,,8610,10100,10910,11750,12610,13510,14430,15700,16680,18040,19360,20710,22340,23930,25770,27590,29700,31890,34300,36900,39650,42680,46280,48590,52700
8408,"MOTOCICLETAS Y
MOTOCARROS",MOTOCICLETA,HONDA,VARADERO XL1000V MT,996,0,0,2560,3160,3400,3670,4020,4410,4690,5040,5500,5880,6400,6840,7410,7960,8530,9200,10010,10820,11720,12670,13630,14850,16400,17220,18600
27163,MOTOCICLETAS Y MOTOCARROS,MOTOCICLETA,HONDA,"VF 1000R (LINEA ESTANDAR MODELOS ANTERIORES AL
AÑO 1993)",1000,,,1620,1950,2040,2130,2410,2500,2590,2780,3060,3240,3430,3610,3890,4080,4350,4630,4910,5280,5560,5930,6390,6860,7410,7780,8300
8409,"MOTOCICLETAS Y
MOTOCARROS",MOTOCICLETA,HONDA,VF 750 GT MAGNA,750,0,0,3850,4600,4980,5430,5800,6290,6770,7340,7990,8540,9260,10070,10800,11700,12790,13840,14920,16150,17410,18860,20330,22090,24620,25850,27900
24835,"MOTOCICLETAS Y
MOTOCARROS",MOTOCICLETA,HONDA,VFR 1200X (LINEA BASE ESTANDAR),1237,0,0,2570,3200,3480,3750,4050,4470,4870,5220,5730,6220,6790,7430,8050,8800,9560,10400,11310,12340,13300,14640,15630,16800,18680,19610,21700
8411,"MOTOCICLETAS Y
MOTOCARROS",MOTOCICLETA,HONDA,VFR 1200X MT,1237,0,0,2570,3200,3480,3750,4050,4470,4870,5220,5730,6220,6790,7430,8050,8800,9560,10400,11310,12340,13300,14640,15630,16800,18680,19610,21700
8410,"MOTOCICLETAS Y
MOTOCARROS",MOTOCICLETA,HONDA,VFR 1200XD TP,1237,0,0,3400,4190,4410,4790,5190,5490,5950,6430,7020,7540,8170,8740,9470,10210,11060,12010,12990,13990,15170,16490,17870,18880,20430,21440,22700
8412,"MOTOCICLETAS Y
MOTOCARROS",MOTOCICLETA,HONDA,VFR 750 MT,748,0,0,1530,2040,2130,2320,2500,2590,2780,2960,3240,3430,3610,3800,4080,4350,4630,4910,5190,5560,5930,6300,6760,7320,7780,8170,9300
8414,"MOTOCICLETAS Y
MOTOCARROS",MOTOCICLETA,HONDA,VFR 800X MT,782,0,0,4090,5080,5650,6230,6790,7460,8140,9000,9770,10820,11870,13020,14270,15700,17330,19060,20970,22980,25180,27380,29770,32460,35330,37100,40300
8415,"MOTOCICLETAS Y
MOTOCARROS",MOTOCICLETA,HONDA,VLX 600,600,0,0,3630,4350,4770,5110,5520,5890,6320,6900,7400,8000,8670,9300,10060,10770,11810,12610,13710,14710,15850,17170,18500,20030,22390,23510,25800
8416,"MOTOCICLETAS Y
MOTOCARROS",MOTOCICLETA,HONDA,VT 1300CX FURY MT,1312,0,0,2400,2810,3060,3330,3590,3900,4190,4540,4990,5330,5730,6330,6820,7440,8130,8830,9590,10330,11130,12070,13100,14260,15720,16500,17600
8417,"MOTOCICLETAS Y
MOTOCARROS",MOTOCICLETA,HONDA,VT 600CD MT,583,0,0,3900,4670,5150,5610,5970,6580,7200,7740,8610,9280,10060,10970,11910,13110,14000,15050,16130,17360,18520,20060,21550,23310,26030,27320,30000
23505,"MOTOCICLETAS Y
MOTOCARROS",MOTOCICLETA,HONDA,VT 750 CD,750,0,0,3380,4060,4400,4800,5160,5710,6290,6780,7460,8020,8710,9520,10100,11110,12060,13010,14350,15420,16720,21670,23870,25880,28030,29430,32000
33541,"MOTOCICLETAS Y
MOTOCARROS",MOTOCICLETA,HONDA,VT1100C7,1099,,,6462,7370,7730,8090,8540,8890,9350,9890,10340,10880,11420,11950,12580,13210,13860,14560,15280,16080,16810,17710,18610,19500,20500,21520,23800
29048,"MOTOCICLETAS Y
MOTOCARROS",MOTOCICLETA,HONDA,VT300,300,,,990,1300,1300,1480,1575,1670,1760,1850,2040,2040,2220,2410,2590,2590,2870,3060,3340,3430,3610,3890,4170,4450,4820,5050,5200
30844,"MOTOCICLETAS Y
MOTOCARROS",MOTOCICLETA,HONDA,VTX 1300R5,1300,,,3910,5180,5750,6330,6910,7470,8050,8630,9200,9780,10350,10920,11500,12080,12650,13220,13810,14380,14960,15520,16100,16680,17250,18120,19600
28485,"MOTOCICLETAS Y
MOTOCARROS",MOTOCICLETA,HONDA,VTX1300R6,1300,,,4190,5170,5740,6320,6900,7570,8330,9100,10060,11020,12160,13020,13890,14940,16080,17140,18680,20390,22220,24130,26330,28720,31310,32870,35100
8418,"MOTOCICLETAS Y
MOTOCARROS",MOTOCICLETA,HONDA,WAVE 110 MT,109,0,0,450,566,566,587,597,720,830,830,927,947,1080,1200,1210,1340,1460,1585,1710,1810,2050,2080,2310,2520,3050,3200,3400
23793,"MOTOCICLETAS Y
MOTOCARROS",MOTOCICLETA,HONDA,XI 500,500,0,0,990,1120,1170,1235,1300,1360,1430,1500,1575,1730,1900,2100,2310,2530,2790,3070,3310,3640,4000,4410,4850,5330,5600,5880,6200
8422,"MOTOCICLETAS Y
MOTOCARROS",MOTOCICLETA,HONDA,XL 100 MT,100,0,0,450,566,587,700,720,720,830,830,947,957,1100,1210,1235,1340,1480,1606,1720,1820,2050,2080,2310,2540,2990,3140,3300
8421,"MOTOCICLETAS Y
MOTOCARROS",MOTOCICLETA,HONDA,XL 125 MT,124,0,0,610,780,810,916,937,970,1130,1150,1310,1330,1510,1670,1700,1880,2050,2220,2420,2570,2830,2980,3250,3590,4110,4310,5200
8419,"MOTOCICLETAS Y
MOTOCARROS",MOTOCICLETA,HONDA,XL 185 MT,180,0,0,1350,1640,1750,1780,1940,2060,2330,2550,2710,2860,3140,3530,3910,4100,4510,5020,5330,5740,6270,6830,7610,8170,9120,9570,10300
8420,"MOTOCICLETAS Y
MOTOCARROS",MOTOCICLETA,HONDA,XL 200 MT,197,0,0,930,1150,1340,1440,1630,1820,1910,2200,2300,2490,2580,2870,3070,3360,3540,3830,4120,4500,4880,5270,5740,6230,6790,7130,7200
28806,"MOTOCICLETAS Y
MOTOCARROS",MOTOCICLETA,HONDA,XL-1000V,996,,,4910,5620,6060,6400,6850,7310,7730,8290,8850,9390,10060,10820,11500,12270,13040,13850,14860,15760,16800,17930,19180,20340,22030,23130,24800
27322,"MOTOCICLETAS Y
MOTOCARROS",MOTOCICLETA,HONDA,XL1000VY,1000,,,3870,4820,5280,5840,6300,6950,7230,7880,8710,9170,9910,10660,11580,12420,13340,14550,15840,17230,18810,20380,22240,24280,26410,27720,30000
8424,"MOTOCICLETAS Y
MOTOCARROS",MOTOCICLETA,HONDA,XLR 125 MT,124,0,0,660,810,830,1000,1030,1030,1150,1180,1330,1360,1530,1700,1750,1910,2110,2290,2470,2630,2940,3060,3360,3680,4240,4460,5200
8423,"MOTOCICLETAS Y
MOTOCARROS",MOTOCICLETA,HONDA,XLR 250 MT,249,0,0,1210,1530,1720,1820,2010,2200,2400,2580,2870,3160,3450,3740,4120,4500,4880,5270,5650,6230,6700,7370,8040,8710,9480,9960,10300
8437,"MOTOCICLETAS Y
MOTOCARROS",MOTOCICLETA,HONDA,XR 100R MT,125,0,0,610,780,810,916,937,970,1130,1150,1310,1330,1510,1670,1700,1880,2050,2220,2420,2570,2830,2980,3250,3590,4110,4310,5200
8436,"MOTOCICLETAS Y
MOTOCARROS",MOTOCICLETA,HONDA,XR 125L MT,124,0,0,580,730,750,885,916,916,1040,1100,1246,1277,1450,1585,1670,1800,2000,2140,2330,2510,2780,2860,3140,3400,3910,4110,4100
8435,"MOTOCICLETAS Y
MOTOCARROS",MOTOCICLETA,HONDA,XR 150L MT,149,0,0,550,700,730,830,850,990,1020,1110,1290,1450,1470,1640,1800,1925,2110,2320,2500,2680,2860,3710,4130,4490,4970,5220,5500
8434,"MOTOCICLETAS Y
MOTOCARROS",MOTOCICLETA,HONDA,XR 200R MT,197,0,0,1300,1820,1910,2010,2110,2200,2300,2490,2580,2870,3160,3450,3740,4120,4500,4880,5270,5650,6230,6790,7370,8040,8710,9140,10300
24836,"MOTOCICLETAS Y
MOTOCARROS",MOTOCICLETA,HONDA,XR 250 (LINEA BASE ESTANDAR),250,0,0,1300,1630,1720,1910,2110,2300,2580,2780,3070,3360,3740,4120,4500,4880,5170,5650,6030,6510,6900,7460,8240,8910,10060,10560,11400
8433,"MOTOCICLETAS Y
MOTOCARROS",MOTOCICLETA,HONDA,XR 250 TORNADO MT,249,0,0,1300,1630,1720,1910,2110,2300,2580,2780,3070,3360,3740,4120,4500,4880,5170,5650,6030,6510,6900,7460,8240,8910,10060,10560,11400
8432,"MOTOCICLETAS Y
MOTOCARROS",MOTOCICLETA,HONDA,XR 250R MT,250,0,0,1890,2320,2480,2730,3020,3080,3370,3750,4190,4430,4880,5350,5690,6260,6870,7330,8060,8700,9370,11940,13040,14090,15760,16550,17600
8431,"MOTOCICLETAS Y
MOTOCARROS",MOTOCICLETA,HONDA,XR 400R MT,397,0,0,2350,2890,3080,3370,3900,4190,4550,4830,5350,5680,6240,6800,7300,8100,8850,9500,10390,11300,12210,13860,15230,16420,18480,19410,20700
8430,"MOTOCICLETAS Y
MOTOCARROS",MOTOCICLETA,HONDA,XR 600R MT,591,0,0,3370,3860,4150,4580,4890,5270,5720,6150,6640,7180,7770,8420,9020,9720,10600,11490,12410,13430,14510,15610,16960,18440,20680,21710,23800
24837,"MOTOCICLETAS Y
MOTOCARROS",MOTOCICLETA,HONDA,XR 650 (LINEA BASE ESTANDAR),650,0,0,2760,3560,3960,4390,4900,5240,5670,6010,6470,6940,7430,7960,8610,9230,9860,10470,11150,11950,12820,13630,14550,15690,17650,18530,19600
8428,"MOTOCICLETAS Y
MOTOCARROS",MOTOCICLETA,HONDA,XR 650L MT,644,0,0,2420,3070,3360,3630,4030,4500,4980,5460,5940,6510,7190,7950,8710,9570,10340,11020,11290,12350,13600,14650,15700,16850,18390,19300,20700
8425,"MOTOCICLETAS Y
MOTOCARROS",MOTOCICLETA,HONDA,XR 650R MT,649,0,0,3180,3850,4110,4380,4660,4960,5360,5660,6130,6550,7010,7460,8070,8640,9220,9880,10710,11440,12230,13020,13960,15140,17050,17900,19600
32117,"MOTOCICLETAS Y
MOTOCARROS",MOTOCICLETA,HONDA,XR650LF,644,,,950,1190,1310,1420,1550,1720,1860,2060,2280,2500,2750,3010,3280,3560,3890,4220,4590,5030,5480,5980,6510,7210,7700,8080,8300
5800603,"MOTOCICLETAS Y
MOTOCARROS",MOTOCICLETA,HONDA,XRE 190,184,,,1500,1750,1960,2060,2260,2470,2570,2880,3090,3290,3600,3810,4120,4530,4840,5250,5660,6070,6590,7100,7720,8340,8960,9700,10300
8438,"MOTOCICLETAS Y
MOTOCARROS",MOTOCICLETA,HONDA,XRE 300 MT,292,0,0,1120,1440,1630,1720,1910,2110,2300,2580,2780,3070,3360,3740,4120,4500,4980,5460,5940,6610,7190,7950,8710,9570,10240,10760,11400
8439,"MOTOCICLETAS Y
MOTOCARROS",MOTOCICLETA,HONDA,XRV 750 MT,742,0,0,3240,4020,4350,4750,5080,5530,5830,6330,6790,7330,7960,8530,9200,9970,10740,11600,12690,13720,14790,15870,17230,18650,20910,21960,23800
8440,"MOTOCICLETAS Y
MOTOCARROS",MOTOCICLETA,HONDA,ZX 100 KINETIC 2T AT,98,0,0,280,288,288,288,288,380,380,380,380,480,480,480,480,480,480,480,480,480,480,480,480,480,480,500,600
8450,"MOTOCICLETAS Y
MOTOCARROS",MOTOCICLETA,HONLEI,HL 100B MT,97,0,0,370,380,380,380,380,380,380,380,380,480,480,480,480,577,577,670,760,860,860,957,1050,1050,1150,1210,1300
8447,"MOTOCICLETAS Y
MOTOCARROS",MOTOCICLETA,HONLEI,HL 110-16 MT,110,0,0,370,380,380,380,380,380,380,380,480,577,670,760,860,860,860,957,1050,1150,1246,1340,1440,1630,1820,1910,2100
24838,"MOTOCICLETAS Y
MOTOCARROS",MOTOCICLETA,HONLEI,HL 125 (LINEA BASE ESTANDAR),125,0,0,370,380,380,380,380,380,380,380,380,480,577,670,760,860,860,957,957,1050,1150,1246,1340,1440,1630,1710,2100
8448,"MOTOCICLETAS Y
MOTOCARROS",MOTOCICLETA,HONLEI,HL 125-29 MT,119,0,0,370,380,380,380,380,380,380,480,577,670,760,860,860,860,957,1050,1150,1246,1340,1440,1630,1720,1910,2010,2100
8449,"MOTOCICLETAS Y
MOTOCARROS",MOTOCICLETA,HONLEI,HL 125-5 MT,124,0,0,370,380,380,380,380,380,380,380,380,480,577,670,760,860,860,957,957,1050,1150,1246,1340,1440,1630,1710,2100
